categoryKey	familyId	effectType	familyParameters	familyStringArrayValues	sampleId	sampleLabel	sampleDescription	sampleValue	sampleParameters	sampleStatScale	sampleEffects	magnitude	selection	expectedEffectSummary	expectedStatusEffectId	expectedNotes	expectedStatus
defense	damageTakenMultiplier.physical	damageTakenMultiplier	damageType=physical		948	[×4/5] 物理被ダメ倍率	物理攻撃で受けるダメージが0.8倍になる。	multiplier=0.8				0.2	min	effectType=damageTakenMultiplier;param.damageType=physical;value.multiplier=0.8			auto
defense	damageTakenMultiplier.physical	damageTakenMultiplier	damageType=physical		950	[×5] 物理被ダメ倍率	物理攻撃で受けるダメージが5.0倍になる。	multiplier=5				4	max	effectType=damageTakenMultiplier;param.damageType=physical;value.multiplier=5			auto
defense	criticalDamageTakenMultiplier.general	criticalDamageTakenMultiplier			959	[×4/5] 被必殺ダメ倍率	必殺攻撃で受けるダメージが0.8倍になる。	multiplier=0.8				0.2	min	effectType=criticalDamageTakenMultiplier;value.multiplier=0.8			auto
defense	criticalDamageTakenMultiplier.general	criticalDamageTakenMultiplier			960	[×2] 被必殺ダメ倍率	必殺攻撃で受けるダメージが2.0倍になる。	multiplier=2				1	max	effectType=criticalDamageTakenMultiplier;value.multiplier=2			auto
defense	penetrationDamageTakenMultiplier.general	penetrationDamageTakenMultiplier			967	[×4/5] 貫通被ダメ倍率	貫通ダメージを受ける割合が0.8倍になる。	multiplier=0.8				0.2	min	effectType=penetrationDamageTakenMultiplier;value.multiplier=0.8			auto
defense	penetrationDamageTakenMultiplier.general	penetrationDamageTakenMultiplier			969	[×5] 貫通被ダメ倍率	貫通ダメージを受ける割合が5.0倍になる。	multiplier=5				4	max	effectType=penetrationDamageTakenMultiplier;value.multiplier=5			auto
defense	counterAttackEvasionMultiplier.general	counterAttackEvasionMultiplier			974	[×1/2] 反撃回避倍率	反撃に対する回避率が0.5倍になる。	multiplier=0.5				0.5	min	effectType=counterAttackEvasionMultiplier;value.multiplier=0.5			auto
defense	counterAttackEvasionMultiplier.general	counterAttackEvasionMultiplier			970	[×0] 反撃回避倍率	反撃に対する回避率が0.0倍になる。	multiplier=0				1	max	effectType=counterAttackEvasionMultiplier;value.multiplier=0			auto
defense	damageTakenPercent.magical	damageTakenPercent	damageType=magical		1502	[-1%] 魔法被ダメ補正	魔法攻撃で受けるダメージが1%減少する。	valuePercent=-1				1	min	effectType=damageTakenPercent;param.damageType=magical;value.valuePercent=-1			auto
defense	damageTakenPercent.magical	damageTakenPercent	damageType=magical		975	[-99%] 魔法被ダメ補正	魔法攻撃で受けるダメージが99%減少する。	valuePercent=-99				99	max	effectType=damageTakenPercent;param.damageType=magical;value.valuePercent=-99			auto
defense	damageTakenMultiplier.magical	damageTakenMultiplier	damageType=magical		996	[×4/5] 魔法被ダメ倍率	魔法攻撃で受けるダメージが0.8倍になる。	multiplier=0.8				0.2	min	effectType=damageTakenMultiplier;param.damageType=magical;value.multiplier=0.8			auto
defense	damageTakenMultiplier.magical	damageTakenMultiplier	damageType=magical		998	[×弱点5倍] 魔法被ダメ倍率	魔法攻撃で受けるダメージが5.0倍になる。	multiplier=5				4	max	effectType=damageTakenMultiplier;param.damageType=magical;value.multiplier=5			auto
defense	damageTakenPercent.breath	damageTakenPercent	damageType=breath		1010	[-3%] ブレス被ダメ補正	ブレス攻撃で受けるダメージが3%減少する。	valuePercent=-3				3	min	effectType=damageTakenPercent;param.damageType=breath;value.valuePercent=-3			auto
defense	damageTakenPercent.breath	damageTakenPercent	damageType=breath		999	[-99%] ブレス被ダメ補正	ブレス攻撃で受けるダメージが99%減少する。	valuePercent=-99				99	max	effectType=damageTakenPercent;param.damageType=breath;value.valuePercent=-99			auto
defense	damageTakenMultiplier.breath	damageTakenMultiplier	damageType=breath		1020	[×4/5] ブレス被ダメ倍率	ブレス攻撃で受けるダメージが0.8倍になる。	multiplier=0.8				0.2	min	effectType=damageTakenMultiplier;param.damageType=breath;value.multiplier=0.8			auto
defense	damageTakenMultiplier.breath	damageTakenMultiplier	damageType=breath		1022	[×弱点5倍] ブレス被ダメ倍率	ブレス攻撃で受けるダメージが5.0倍になる。	multiplier=5				4	max	effectType=damageTakenMultiplier;param.damageType=breath;value.multiplier=5			auto
defense	statusResistanceMultiplier.sleep	statusResistanceMultiplier	status=0		1025	[×1/2] 眠り耐性倍率	睡眠耐性が0.5倍になる。	multiplier=0.5				0.5	min	effectType=statusResistanceMultiplier;param.status=0;value.multiplier=0.5	0		auto
defense	statusResistanceMultiplier.sleep	statusResistanceMultiplier	status=0		1026	[×2] 眠り耐性倍率	睡眠耐性が2.0倍になる。	multiplier=2				1	max	effectType=statusResistanceMultiplier;param.status=0;value.multiplier=2	0		auto
defense	statusResistanceMultiplier.petrify	statusResistanceMultiplier	status=2		1029	[×1/2] 石化耐性倍率	石化耐性が0.5倍になる。	multiplier=0.5				0.5	min	effectType=statusResistanceMultiplier;param.status=2;value.multiplier=0.5	2		auto
defense	statusResistanceMultiplier.petrify	statusResistanceMultiplier	status=2		1030	[×2] 石化耐性倍率	石化耐性が2.0倍になる。	multiplier=2				1	max	effectType=statusResistanceMultiplier;param.status=2;value.multiplier=2	2		auto
defense	statusResistanceMultiplier.confusion	statusResistanceMultiplier	status=1		1032	[×1/2] 混乱耐性倍率	混乱耐性が0.5倍になる。	multiplier=0.5				0.5	min	effectType=statusResistanceMultiplier;param.status=1;value.multiplier=0.5	1		auto
defense	statusResistanceMultiplier.confusion	statusResistanceMultiplier	status=1		1033	[×2] 混乱耐性倍率	混乱耐性が2.0倍になる。	multiplier=2				1	max	effectType=statusResistanceMultiplier;param.status=1;value.multiplier=2	1		auto
defense	statusResistancePercent.confusion	statusResistancePercent	status=1		1035	[-15%] 混乱耐性%補正	混乱耐性が15%低下する。	valuePercent=-15				15	min	effectType=statusResistancePercent;param.status=1;value.valuePercent=-15	1		auto
defense	statusResistancePercent.confusion	statusResistancePercent	status=1		1037	[+25%] 混乱耐性%補正	混乱耐性が25%上昇する。	valuePercent=25				25	max	effectType=statusResistancePercent;param.status=1;value.valuePercent=25	1		auto
defense	statusResistanceMultiplier.instantDeath	statusResistanceMultiplier	status=3		1038	[×0] 即死耐性倍率	麻痺耐性が無効化される（かかりやすくなる）。	multiplier=0				1	min	effectType=statusResistanceMultiplier;param.status=3;value.multiplier=0	3		auto
defense	degradationRepair.general	degradationRepair			1039	[Lv1] 劣化修復機能	装備の劣化を1%〜3%修復する。	maxPercent=3;minPercent=1				3	min	effectType=degradationRepair;value.maxPercent=3;value.minPercent=1		level-formula	standard
defense	degradationRepair.general	degradationRepair			1043	[Lv5] 劣化修復機能	装備の劣化を5%〜15%修復する。	maxPercent=15;minPercent=5				15	max	effectType=degradationRepair;value.maxPercent=15;value.minPercent=5		level-formula	standard
defense	degradationRepairBoost.general	degradationRepairBoost			1044	[+1%] 修復機能強化	劣化修復量が1%増加する。	valuePercent=1				1	min	effectType=degradationRepairBoost;value.valuePercent=1			auto
defense	degradationRepairBoost.general	degradationRepairBoost			1048	[+5%] 修復機能強化	劣化修復量が5%増加する。	valuePercent=5				5	max	effectType=degradationRepairBoost;value.valuePercent=5			auto
defense	autoDegradationRepair.general	autoDegradationRepair			1049	[戦術] 自動劣化修復	ターン終了時に劣化修復が自動で発動する。回復量は劣化修復機能LvX・[+X%]修復機能強化に応じる。※劣化修復機能が必要。	enabled=1				1	min	effectType=autoDegradationRepair;trigger=turnEnd;requires=degradationRepair;result.triggerDegradationRepair=true;bonusFrom=degradationRepairBoost			manual
defense	parry.general	parry			1050	[戦術] パリィ	近距離攻撃を受けた時、連続攻撃の1回目に判定があり、成功した場合は1回目のダメージだけになる。追加ダメージが高い攻撃ほど成功率が下がります。	enabled=1				1	min	effectType=parry;trigger=onMeleeHit;check=firstHit;result.stopMultiHit=remaining;successRate.decreaseBy=attacker.additionalDamage			manual
defense	parry.general	parry			1052	[+30%] パリィ成功率上昇	スキル【[戦術] パリィ】の成功率が30%増加する。	bonusPercent=30				30	max	effectType=parry;value.bonusPercent=30;affects=successRate			auto
defense	shieldBlock.general	shieldBlock			1053	[戦術] 盾防御	近距離攻撃を受けた時、連続攻撃の1回目に判定があり、成功した場合は1回目のダメージだけになる。追加ダメージが高い攻撃ほど成功率が下がります。	enabled=1				1	min	effectType=shieldBlock;trigger=onMeleeHit;check=firstHit;result.stopMultiHit=remaining;successRate.decreaseBy=attacker.additionalDamage			manual
defense	shieldBlock.general	shieldBlock			1055	[+30%] 盾防御成功率上昇	スキル【[戦術] 盾防御】の成功率が30%増加する。	bonusPercent=30				30	max	effectType=shieldBlock;value.bonusPercent=30;affects=successRate			auto
defense	dodgeCap.general	dodgeCap			1056	[97%] 回避スキル	回避率の上限が97%になる。	maxDodge=97;minHitScale=0.6				97	min	effectType=dodgeCap;value.maxDodge=97;value.minHitScale=0.6		dodgeCap-default	standard
defense	absorption.general	absorption			1057	[Lv1] 吸収能力	与えたダメージの8%をHPとして吸収する。	capPercent=28;percent=8				28	min	effectType=absorption;value.capPercent=28;value.percent=8		level-table	standard
defense	absorption.general	absorption			1063	[Lv7] 吸収能力	与えたダメージの40%をHPとして吸収する。	capPercent=50;percent=40				50	max	effectType=absorption;value.capPercent=50;value.percent=40		level-table	standard
defense	procRate.multiplier.counter	procRate	stacking=multiply;target=counter		1064	[x1.5] 反撃適正・中	反撃の発動率が1.5倍になる。	multiplier=1.5				0.5	min	effectType=procRate;param.stacking=multiply;param.target=counter;value.multiplier=1.5			auto
defense	procRate.multiplier.counter	procRate	stacking=multiply;target=counter		1065	[x2.0] 反撃適正	反撃の発動率が2.0倍になる。	multiplier=2				1	max	effectType=procRate;param.stacking=multiply;param.target=counter;value.multiplier=2			auto
defense	procRate.multiplier.pursuit	procRate	stacking=multiply;target=pursuit		1066	[x1.5] 追撃適正	追撃の発動率が1.5倍になる。	multiplier=1.5				0.5	min	effectType=procRate;param.stacking=multiply;param.target=pursuit;value.multiplier=1.5			auto
defense	procRate.multiplier.pursuit	procRate	stacking=multiply;target=pursuit		1067	[x2.0] 追撃・追撃適正	追撃の発動率が2.0倍になる。	multiplier=2				1	max	effectType=procRate;param.stacking=multiply;param.target=pursuit;value.multiplier=2			auto
defense	procRate.multiplier.reattack	procRate	stacking=multiply;target=reattack		1068	[x1.5] 再攻撃適正	再攻撃の発動率が1.5倍になる。	multiplier=1.5				0.5	min	effectType=procRate;param.stacking=multiply;param.target=reattack;value.multiplier=1.5			auto
defense	procRate.multiplier.magicCounter	procRate	stacking=multiply;target=magicCounter		1069	[x2.0] 魔法反撃	魔法反撃の発動率が2.0倍になる。	multiplier=2				1	min	effectType=procRate;param.stacking=multiply;param.target=magicCounter;value.multiplier=2			auto
defense	procRate.multiplier.breathCounter	procRate	stacking=multiply;target=breathCounter		1070	[x2.0] ブレス反撃	ブレス反撃の発動率が2.0倍になる。	multiplier=2				1	min	effectType=procRate;param.stacking=multiply;param.target=breathCounter;value.multiplier=2			auto
defense	procRate.multiplier.magicSupport	procRate	stacking=multiply;target=magicSupport		1071	[x1.5] 魔法支援	魔法支援の発動率が1.5倍になる。	multiplier=1.5				0.5	min	effectType=procRate;param.stacking=multiply;param.target=magicSupport;value.multiplier=1.5			auto
defense	procRate.multiplier.crisisEvasion	procRate	stacking=multiply;target=crisisEvasion		1072	[x2.0] 危機回避	危機回避の発動率が2.0倍になる。	multiplier=2				1	min	effectType=procRate;param.stacking=multiply;param.target=crisisEvasion;value.multiplier=2			auto
defense	procRate.multiplier.instantResurrection	procRate	stacking=multiply;target=instantResurrection		1073	[x2.0] 即時蘇生	即時蘇生の発動率が2.0倍になる。	multiplier=2				1	min	effectType=procRate;param.stacking=multiply;param.target=instantResurrection;value.multiplier=2			auto
defense	procRate.multiplier.reflectionRecovery	procRate	stacking=multiply;target=reflectionRecovery		1075	[x1.6] 反射回復	反射回復の発動率が1.6倍になる。	multiplier=1.6				0.6	min	effectType=procRate;param.stacking=multiply;param.target=reflectionRecovery;value.multiplier=1.6			auto
defense	procRate.multiplier.manaDecomposition	procRate	stacking=multiply;target=manaDecomposition		1076	[x2.0] 魔力分解	魔力分解の発動率が2.0倍になる。	multiplier=2				1	min	effectType=procRate;param.stacking=multiply;param.target=manaDecomposition;value.multiplier=2			auto
defense	procRate.additive.counter	procRate	stacking=add;target=counter		1077	[+8%] 反撃意識	反撃の発動率が8.0%増加する。	addPercent=8				8	min	effectType=procRate;param.stacking=add;param.target=counter;value.addPercent=8		auto_removed	manual
defense	procRate.additive.fightingSpirit	procRate	stacking=add;target=fightingSpirit		1078	[+10%] 戦意高揚	戦意高揚の発動率が10.0%増加する。	addPercent=10				10	min	effectType=procRate;param.stacking=add;param.target=fightingSpirit;value.addPercent=10		auto_removed	auto
defense	procRate.additive.criticalCombo	procRate	stacking=add;target=criticalCombo		1079	[+10%] 会心追撃	会心追撃の発動率が10.0%増加する。	addPercent=10				10	min	effectType=procRate;param.stacking=add;param.target=criticalCombo;value.addPercent=10		auto_removed	auto
status	growthMultiplier.general	growthMultiplier			1080	[×1.1] 成長倍率	キャラクターの成長率が1.1倍になる。	multiplier=1.1				0.1	min	effectType=growthMultiplier;value.multiplier=1.1			auto
status	growthMultiplier.general	growthMultiplier			1090	[×2] 成長倍率	キャラクターの成長率が2.0倍になる。	multiplier=2				1	max	effectType=growthMultiplier;value.multiplier=2			auto
status	statAdditive.physicalAttackScore	statAdditive	stat=physicalAttackScore		1091	[+10] 攻撃力加算	攻撃力が10増加する。	additive=10				10	min	effectType=statAdditive;param.stat=physicalAttackScore;value.additive=10			auto
status	statAdditive.physicalAttackScore	statAdditive	stat=physicalAttackScore		1110	[+200] 物理攻撃力加算	攻撃力が200増加する。	additive=200				200	max	effectType=statAdditive;param.stat=physicalAttackScore;value.additive=200			auto
status	statAdditive.hitScore	statAdditive	stat=hitScore		1111	[+30] 命中精度加算	命中精度が30増加する。	additive=30				30	min	effectType=statAdditive;param.stat=hitScore;value.additive=30			auto
status	statAdditive.hitScore	statAdditive	stat=hitScore		1128	[+200] 命中精度加算	命中精度が200増加する。	additive=200				200	max	effectType=statAdditive;param.stat=hitScore;value.additive=200			auto
status	statAdditive.physicalDefenseScore	statAdditive	stat=physicalDefenseScore		1129	[+10] 物理防御力加算	防御力が10増加する。	additive=10				10	min	effectType=statAdditive;param.stat=physicalDefenseScore;value.additive=10			auto
status	statAdditive.physicalDefenseScore	statAdditive	stat=physicalDefenseScore		1148	[+200] 物理防御力加算	防御力が200増加する。	additive=200				200	max	effectType=statAdditive;param.stat=physicalDefenseScore;value.additive=200			auto
status	statAdditive.evasionScore	statAdditive	stat=evasionScore		1149	[+10] 回避能力加算	回避能力が10増加する。	additive=10				10	min	effectType=statAdditive;param.stat=evasionScore;value.additive=10			auto
status	statAdditive.evasionScore	statAdditive	stat=evasionScore		1168	[+200] 回避能力加算	回避能力が200増加する。	additive=200				200	max	effectType=statAdditive;param.stat=evasionScore;value.additive=200			auto
status	statAdditive.magicalAttackScore	statAdditive	stat=magicalAttackScore		1169	[+10] 魔法攻撃力加算	魔法攻撃力が10増加する。	additive=10				10	min	effectType=statAdditive;param.stat=magicalAttackScore;value.additive=10			auto
status	statAdditive.magicalAttackScore	statAdditive	stat=magicalAttackScore		1188	[+200] 魔法攻撃力加算	魔法攻撃力が200増加する。	additive=200				200	max	effectType=statAdditive;param.stat=magicalAttackScore;value.additive=200			auto
status	statAdditive.magicalHealingScore	statAdditive	stat=magicalHealingScore		1189	[+10] 魔法回復量加算	魔法回復量が10増加する。	additive=10				10	min	effectType=statAdditive;param.stat=magicalHealingScore;value.additive=10			auto
status	statAdditive.magicalHealingScore	statAdditive	stat=magicalHealingScore		1208	[+200] 魔法回復量加算	魔法回復量が200増加する。	additive=200				200	max	effectType=statAdditive;param.stat=magicalHealingScore;value.additive=200			auto
status	statAdditive.magicalDefenseScore	statAdditive	stat=magicalDefenseScore		1209	[+10] 魔法防御力加算	魔法防御力が10増加する。	additive=10				10	min	effectType=statAdditive;param.stat=magicalDefenseScore;value.additive=10			auto
status	statAdditive.magicalDefenseScore	statAdditive	stat=magicalDefenseScore		1228	[+200] 魔法防御力加算	魔法防御力が200増加する。	additive=200				200	max	effectType=statAdditive;param.stat=magicalDefenseScore;value.additive=200			auto
status	statMultiplier.maxHP	statMultiplier	stat=maxHP		1233	[×1.01] 最大HP倍率	最大HPが1.01倍になる。	multiplier=1.01				0.01	min	effectType=statMultiplier;param.stat=maxHP;value.multiplier=1.01			auto
status	statMultiplier.maxHP	statMultiplier	stat=maxHP		1229	[×1/10] 最大HP倍率	最大HPが0.1倍になる。	multiplier=0.1				0.9	max	effectType=statMultiplier;param.stat=maxHP;value.multiplier=0.1			auto
status	statMultiplier.physicalAttackScore	statMultiplier	stat=physicalAttackScore		1254	[×1.2] 攻撃力倍率	攻撃力が1.2倍になる。	multiplier=1.2				0.2	min	effectType=statMultiplier;param.stat=physicalAttackScore;value.multiplier=1.2			auto
status	statMultiplier.physicalAttackScore	statMultiplier	stat=physicalAttackScore		1256	[×2.00] 攻撃力倍率	攻撃力が2.0倍になる。	multiplier=2				1	max	effectType=statMultiplier;param.stat=physicalAttackScore;value.multiplier=2			auto
status	statMultiplier.hitScore	statMultiplier	stat=hitScore		1261	[×1.2] 命中精度倍率	命中精度が1.2倍になる。	multiplier=1.2				0.2	min	effectType=statMultiplier;param.stat=hitScore;value.multiplier=1.2			auto
status	statMultiplier.hitScore	statMultiplier	stat=hitScore		1263	[×2.00] 命中精度倍率	命中精度が2.0倍になる。	multiplier=2				1	max	effectType=statMultiplier;param.stat=hitScore;value.multiplier=2			auto
status	statMultiplier.magicalAttackScore	statMultiplier	stat=magicalAttackScore		1268	[×1.2] 魔法攻撃力倍率	魔法攻撃力が1.2倍になる。	multiplier=1.2				0.2	min	effectType=statMultiplier;param.stat=magicalAttackScore;value.multiplier=1.2			auto
status	statMultiplier.magicalAttackScore	statMultiplier	stat=magicalAttackScore		1270	[×2.0] 魔法攻撃力倍率	魔法攻撃力が2.0倍になる。	multiplier=2				1	max	effectType=statMultiplier;param.stat=magicalAttackScore;value.multiplier=2			auto
status	statMultiplier.magicalHealingScore	statMultiplier	stat=magicalHealingScore		1275	[×1.2] 魔法回復量倍率	魔法回復量が1.2倍になる。	multiplier=1.2				0.2	min	effectType=statMultiplier;param.stat=magicalHealingScore;value.multiplier=1.2			auto
status	statMultiplier.magicalHealingScore	statMultiplier	stat=magicalHealingScore		1277	[×2.0] 魔法回復量倍率	魔法回復量が2.0倍になる。	multiplier=2				1	max	effectType=statMultiplier;param.stat=magicalHealingScore;value.multiplier=2			auto
status	attackCount.additive	attackCountAdditive			1280	[+1] 攻撃回数加算	攻撃回数が1回増加する。	additive=1				1	min	effectType=attackCountAdditive;value.additive=1			auto
status	attackCount.additive	attackCountAdditive			1288	[+10] 攻撃回数加算	攻撃回数が10回増加する。	additive=10				10	max	effectType=attackCountAdditive;value.additive=10			auto
status	attackCount.multiplier	attackCountMultiplier			1289	[×1/2] 攻撃回数倍率	攻撃回数が0.5倍になる。	multiplier=0.5				0.5	min	effectType=attackCountMultiplier;value.multiplier=0.5			auto
status	attackCount.multiplier	attackCountMultiplier			1290	[×2] 攻撃回数倍率	攻撃回数が2.0倍になる。	multiplier=2				1	max	effectType=attackCountMultiplier;value.multiplier=2			auto
status	statConversionPercent.physicalAttackScore.maxHP	statConversionPercent	sourceStat=physicalAttackScore;targetStat=maxHP		1291	[+5%] 攻撃力→最大HP変換	攻撃力の5.0%を最大HPに変換する。	valuePercent=5				5	min	effectType=statConversionPercent;param.sourceStat=physicalAttackScore;param.targetStat=maxHP;value.valuePercent=5			auto
status	statConversionPercent.physicalAttackScore.maxHP	statConversionPercent	sourceStat=physicalAttackScore;targetStat=maxHP		1294	[+20%] 攻撃力→最大HP変換	攻撃力の20.0%を最大HPに変換する。	valuePercent=20				20	max	effectType=statConversionPercent;param.sourceStat=physicalAttackScore;param.targetStat=maxHP;value.valuePercent=20			auto
status	statConversionPercent.physicalDefenseScore.maxHP	statConversionPercent	sourceStat=physicalDefenseScore;targetStat=maxHP		1295	[+1%] 防御力→最大HP変換	防御力の1.0%を最大HPに変換する。	valuePercent=1				1	min	effectType=statConversionPercent;param.sourceStat=physicalDefenseScore;param.targetStat=maxHP;value.valuePercent=1			auto
status	statConversionPercent.physicalDefenseScore.maxHP	statConversionPercent	sourceStat=physicalDefenseScore;targetStat=maxHP		1306	[+20%] 防御力→最大HP変換	防御力の20.0%を最大HPに変換する。	valuePercent=20				20	max	effectType=statConversionPercent;param.sourceStat=physicalDefenseScore;param.targetStat=maxHP;value.valuePercent=20			auto
status	statConversionPercent.magicalAttackScore.maxHP	statConversionPercent	sourceStat=magicalAttackScore;targetStat=maxHP		1307	[+5%] 魔法攻撃力→最大HP変換	魔法攻撃力の5.0%を最大HPに変換する。	valuePercent=5				5	min	effectType=statConversionPercent;param.sourceStat=magicalAttackScore;param.targetStat=maxHP;value.valuePercent=5			auto
status	statConversionPercent.magicalAttackScore.maxHP	statConversionPercent	sourceStat=magicalAttackScore;targetStat=maxHP		1312	[+30%] 魔法攻撃力→最大HP変換	魔法攻撃力の30.0%を最大HPに変換する。	valuePercent=30				30	max	effectType=statConversionPercent;param.sourceStat=magicalAttackScore;param.targetStat=maxHP;value.valuePercent=30			auto
status	statConversionPercent.magicalHealingScore.maxHP	statConversionPercent	sourceStat=magicalHealingScore;targetStat=maxHP		1313	[+5%] 魔法回復量→最大HP変換	魔法回復量の5.0%を最大HPに変換する。	valuePercent=5				5	min	effectType=statConversionPercent;param.sourceStat=magicalHealingScore;param.targetStat=maxHP;value.valuePercent=5			auto
status	statConversionPercent.magicalHealingScore.maxHP	statConversionPercent	sourceStat=magicalHealingScore;targetStat=maxHP		1325	[+30%] 魔法回復量→最大HP変換	魔法回復量の30.0%を最大HPに変換する。	valuePercent=30				30	max	effectType=statConversionPercent;param.sourceStat=magicalHealingScore;param.targetStat=maxHP;value.valuePercent=30			auto
status	statConversionPercent.magicalAttackScore.physicalAttackScore	statConversionPercent	sourceStat=magicalAttackScore;targetStat=physicalAttackScore		1326	[+5%] 魔法攻撃力→攻撃力変換	魔法攻撃力の5.0%を攻撃力に変換する。	valuePercent=5				5	min	effectType=statConversionPercent;param.sourceStat=magicalAttackScore;param.targetStat=physicalAttackScore;value.valuePercent=5			auto
status	statConversionPercent.magicalAttackScore.physicalAttackScore	statConversionPercent	sourceStat=magicalAttackScore;targetStat=physicalAttackScore		1330	[+25%] 魔法攻撃力→攻撃力変換	魔法攻撃力の25.0%を攻撃力に変換する。	valuePercent=25				25	max	effectType=statConversionPercent;param.sourceStat=magicalAttackScore;param.targetStat=physicalAttackScore;value.valuePercent=25			auto
status	statConversionPercent.magicalHealingScore.physicalAttackScore	statConversionPercent	sourceStat=magicalHealingScore;targetStat=physicalAttackScore		1331	[+5%] 魔法回復量→攻撃力変換	魔法回復量の5.0%を攻撃力に変換する。	valuePercent=5				5	min	effectType=statConversionPercent;param.sourceStat=magicalHealingScore;param.targetStat=physicalAttackScore;value.valuePercent=5			auto
status	statConversionPercent.magicalHealingScore.physicalAttackScore	statConversionPercent	sourceStat=magicalHealingScore;targetStat=physicalAttackScore		1335	[+25%] 魔法回復量→攻撃力変換	魔法回復量の25.0%を攻撃力に変換する。	valuePercent=25				25	max	effectType=statConversionPercent;param.sourceStat=magicalHealingScore;param.targetStat=physicalAttackScore;value.valuePercent=25			auto
status	statConversionPercent.magicalAttackScore.hitScore	statConversionPercent	sourceStat=magicalAttackScore;targetStat=hitScore		1336	[+5%] 魔法攻撃力→命中精度変換	魔法攻撃力の5.0%を命中精度に変換する。	valuePercent=5				5	min	effectType=statConversionPercent;param.sourceStat=magicalAttackScore;param.targetStat=hitScore;value.valuePercent=5			auto
status	statConversionPercent.magicalAttackScore.hitScore	statConversionPercent	sourceStat=magicalAttackScore;targetStat=hitScore		1339	[+20%] 魔法攻撃力→命中精度変換	魔法攻撃力の20.0%を命中精度に変換する。	valuePercent=20				20	max	effectType=statConversionPercent;param.sourceStat=magicalAttackScore;param.targetStat=hitScore;value.valuePercent=20			auto
status	statConversionPercent.magicalHealingScore.hitScore	statConversionPercent	sourceStat=magicalHealingScore;targetStat=hitScore		1340	[+5%] 魔法回復量→命中精度変換	魔法回復量の5.0%を命中精度に変換する。	valuePercent=5				5	min	effectType=statConversionPercent;param.sourceStat=magicalHealingScore;param.targetStat=hitScore;value.valuePercent=5			auto
status	statConversionPercent.magicalHealingScore.hitScore	statConversionPercent	sourceStat=magicalHealingScore;targetStat=hitScore		1345	[+35%] 魔法回復量→命中精度変換	魔法回復量の35.0%を命中精度に変換する。	valuePercent=35				35	max	effectType=statConversionPercent;param.sourceStat=magicalHealingScore;param.targetStat=hitScore;value.valuePercent=35			auto
status	statConversionPercent.magicalHealingScore.magicalAttackScore	statConversionPercent	sourceStat=magicalHealingScore;targetStat=magicalAttackScore		1346	[+5%] 魔法回復量→魔法攻撃力変換	魔法回復量の5.0%を魔法攻撃力に変換する。	valuePercent=5				5	min	effectType=statConversionPercent;param.sourceStat=magicalHealingScore;param.targetStat=magicalAttackScore;value.valuePercent=5			auto
status	statConversionPercent.magicalHealingScore.magicalAttackScore	statConversionPercent	sourceStat=magicalHealingScore;targetStat=magicalAttackScore		1349	[+20%] 魔法回復量→魔法攻撃力変換	魔法回復量の20.0%を魔法攻撃力に変換する。	valuePercent=20				20	max	effectType=statConversionPercent;param.sourceStat=magicalHealingScore;param.targetStat=magicalAttackScore;value.valuePercent=20			auto
status	statConversionPercent.magicalHealingScore.magicalDefenseScore	statConversionPercent	sourceStat=magicalHealingScore;targetStat=magicalDefenseScore		1350	[+5%] 魔法回復量→魔法防御力変換	魔法回復量の5.0%を魔法防御力に変換する。	valuePercent=5				5	min	effectType=statConversionPercent;param.sourceStat=magicalHealingScore;param.targetStat=magicalDefenseScore;value.valuePercent=5			auto
status	statConversionPercent.magicalHealingScore.magicalDefenseScore	statConversionPercent	sourceStat=magicalHealingScore;targetStat=magicalDefenseScore		1353	[+30%] 魔法回復量→魔法防御力変換	魔法回復量の30.0%を魔法防御力に変換する。	valuePercent=30				30	max	effectType=statConversionPercent;param.sourceStat=magicalHealingScore;param.targetStat=magicalDefenseScore;value.valuePercent=30			auto
status	spellTierUnlock.mage	spellTierUnlock	school=mage		1354	[解放] 魔法使い魔法Lv1	魔法使い魔法のレベル1を解放する。	tier=1				1	min	effectType=spellTierUnlock;param.school=mage;value.tier=1			auto
status	spellTierUnlock.mage	spellTierUnlock	school=mage		1360	[解放] 魔法使い魔法Lv7	魔法使い魔法のレベル7を解放する。	tier=7				7	max	effectType=spellTierUnlock;param.school=mage;value.tier=7			auto
status	spellTierUnlock.priest	spellTierUnlock	school=priest		1361	[解放] 僧侶魔法Lv1	僧侶魔法のレベル1を解放する。	tier=1				1	min	effectType=spellTierUnlock;param.school=priest;value.tier=1			auto
status	spellTierUnlock.priest	spellTierUnlock	school=priest		1367	[解放] 僧侶魔法Lv7	僧侶魔法のレベル7を解放する。	tier=7				7	max	effectType=spellTierUnlock;param.school=priest;value.tier=7			auto
status	spellAccess.mage.learn	spellAccess	action=learn		1368	[習得] 魔法使い魔法Lv1	魔法使い魔法Lv1を習得する。				spellAccess{spellId=0}		idMin	effectType=spellAccess;param.action=learn;param.spellId=0		spellAccess	standard
status	spellAccess.mage.learn	spellAccess	action=learn		1374	[習得] 魔法使い魔法Lv7	魔法使い魔法Lv7を習得する。				spellAccess{spellId=6}		idMax	effectType=spellAccess;param.action=learn;param.spellId=6		spellAccess	standard
